datetime,dwords
2019-11-12T14:51:49+09:00,"['word47', 'word4', 'word125', 'word126']"
2019-11-12T14:51:21+09:00,"['word47', 'word40', 'word4', 'word57']"
2019-11-12T14:47:20+09:00,"['word47', 'word40', 'word4', 'word57']"
2019-11-12T14:47:10+09:00,"['word47', 'word40', 'word8']"
2019-11-12T14:44:55+09:00,"['word47', 'word40', 'word8']"
2019-11-12T14:44:43+09:00,"['word47', 'word4', 'word8']"
2019-11-12T14:44:22+09:00,"['word47', 'word4', 'word8']"
2019-11-12T14:44:21+09:00,"['word47', 'word4', 'word8']"
2019-11-12T14:44:11+09:00,"['word47', 'word4', 'word43']"
2019-11-12T14:17:27+09:00,"['word47', 'word4', 'word43']"
2019-11-12T14:17:00+09:00,"['word47', 'word8', 'word55']"
2019-11-12T14:11:51+09:00,"['word47', 'word8', 'word55']"
2019-11-12T14:11:32+09:00,"['word47', 'word4', 'word8', 'word127']"
2019-11-12T13:03:19+09:00,"['word47', 'word4', 'word8', 'word127']"
2019-11-12T13:02:57+09:00,"['word47', 'word4', 'word128', 'word72']"
2019-11-12T12:54:12+09:00,"['word47', 'word4', 'word128', 'word72']"
2019-11-12T12:53:11+09:00,"['word47', 'word4', 'word128', 'word72']"
2019-11-12T12:52:11+09:00,"['word47', 'word4', 'word128', 'word72']"
2019-11-12T12:49:45+09:00,"['word47', 'word4', 'word128', 'word72']"
2019-11-12T12:49:37+09:00,"['word47', 'word4', 'word128']"
2019-11-12T12:45:47+09:00,"['word33', 'word129']"
2019-11-12T12:45:11+09:00,"['word33', 'word129']"
2019-11-12T12:45:05+09:00,"['word33', 'word107', 'word108']"
2019-11-12T12:44:38+09:00,"['word33', 'word107', 'word108']"
2019-11-12T12:44:33+09:00,"['word33', 'word4', 'word130']"
2019-11-12T12:44:12+09:00,"['word33', 'word4', 'word130']"
2019-11-12T12:42:16+09:00,"['word33', 'word4', 'word130']"
2019-11-12T12:41:57+09:00,"['word33', 'word4', 'word66']"
2019-11-12T12:41:25+09:00,"['word33', 'word4', 'word66']"
2019-11-12T12:36:42+09:00,"['word33', 'word4', 'word66']"
2019-11-12T12:35:57+09:00,"['word33', 'word4', 'word66']"
2019-11-12T12:34:36+09:00,"['word33', 'word4', 'word66']"
2019-11-12T12:34:05+09:00,"['word33', 'word4', 'word66']"
2019-11-12T12:33:40+09:00,"['word33', 'word4', 'word66']"
2019-11-12T12:25:40+09:00,"['word33', 'word4', 'word66']"
2019-11-12T12:23:19+09:00,"['word33', 'word4', 'word66']"
2019-11-12T12:22:08+09:00,"['word33', 'word4', 'word66']"
2019-11-12T12:17:35+09:00,"['word47', 'word131']"
2019-11-12T12:17:21+09:00,"['word47', 'word132', 'word133']"
2019-11-12T12:17:07+09:00,"['word47', 'word131']"
2019-11-12T12:17:00+09:00,"['word47', 'word131']"
2019-11-12T12:16:54+09:00,"['word47', 'word26']"
2019-11-12T12:06:55+09:00,"['word47', 'word4', 'word128']"
2019-11-12T12:06:38+09:00,"['word47', 'word26']"
2019-11-12T12:03:43+09:00,['word0']
2019-11-08T18:20:21+09:00,"['word119', 'word134', 'word135']"
2019-11-08T18:19:11+09:00,"['word33', 'word136', 'word104']"
2019-11-08T18:05:52+09:00,"['word47', 'word80', 'word137', 'word138']"
2019-11-08T18:04:28+09:00,"['word47', 'word80', 'word137', 'word138']"
2019-11-08T18:04:01+09:00,"['word47', 'word80', 'word138', 'word139']"
2019-11-08T18:03:37+09:00,"['word47', 'word80', 'word138', 'word139']"
2019-11-08T18:02:40+09:00,"['word47', 'word80', 'word138', 'word131']"
2019-11-08T18:02:28+09:00,"['word47', 'word80', 'word138', 'word131']"
2019-11-08T18:02:23+09:00,"['word47', 'word80', 'word138']"
2019-11-08T18:02:06+09:00,"['word47', 'word80', 'word106']"
2019-11-08T17:55:06+09:00,"['word47', 'word80', 'word106']"
2019-11-08T17:42:52+09:00,"['word47', 'word80', 'word106']"
2019-11-08T17:42:38+09:00,"['word47', 'word80', 'word106']"
2019-11-08T17:33:10+09:00,"['word47', 'word80', 'word106']"
2019-11-08T17:33:05+09:00,['word47']
2019-11-08T17:32:34+09:00,"['word140', 'word106']"
2019-11-08T17:32:06+09:00,"['word140', 'word14']"
2019-11-08T17:31:32+09:00,"['word140', 'word14', 'word106']"
2019-11-08T17:31:24+09:00,"['word140', 'word14']"
2019-11-08T17:31:11+09:00,"['word80', 'word106', 'word47', 'word77']"
2019-11-08T17:26:37+09:00,"['word33', 'word122', 'word104']"
2019-11-08T17:21:09+09:00,"['word80', 'word106', 'word47', 'word77']"
2019-11-08T17:20:57+09:00,"['word80', 'word106', 'word47']"
2019-11-08T17:20:44+09:00,"['word80', 'word106']"
2019-11-08T17:19:59+09:00,"['word80', 'word106']"
2019-11-08T17:15:42+09:00,"['word122', 'word141']"
2019-11-08T17:15:29+09:00,['word122']
2019-11-08T17:15:22+09:00,"['word47', 'word122', 'word142']"
2019-11-08T17:02:07+09:00,"['word33', 'word122', 'word143']"
2019-11-08T17:00:16+09:00,"['word33', 'word122', 'word143']"
2019-11-08T16:59:54+09:00,"['word33', 'word122', 'word143']"
2019-11-08T16:58:57+09:00,"['word33', 'word122', 'word143']"
2019-11-08T16:58:45+09:00,"['word47', 'word122', 'word142']"
2019-11-08T16:57:32+09:00,"['word47', 'word122', 'word142']"
2019-11-08T16:57:22+09:00,"['word144', 'word122', 'word142']"
2019-11-08T16:57:14+09:00,"['word122', 'word142']"
2019-11-08T16:57:07+09:00,"['word122', 'word142']"
2019-11-08T16:57:02+09:00,['word122']
2019-11-08T16:56:11+09:00,['word122']
2019-11-08T16:56:08+09:00,"['word122', 'word104']"
2019-11-08T16:55:49+09:00,['word122']
2019-11-08T16:55:20+09:00,"['word145', 'word146']"
2019-11-08T16:54:46+09:00,"['word145', 'word146']"
2019-11-08T16:51:00+09:00,"['word47', 'word147', 'word148']"
2019-11-08T16:50:17+09:00,"['word47', 'word147', 'word148']"
2019-11-08T16:45:22+09:00,"['word149', 'word150']"
2019-11-08T16:43:45+09:00,"['word149', 'word150']"
2019-11-08T16:43:42+09:00,['word149']
2019-11-08T16:37:56+09:00,"['word151', 'word152', 'word153', 'word154', 'word155']"
2019-11-08T16:37:39+09:00,"['word151', 'word152', 'word153', 'word154', 'word155']"
2019-11-08T16:37:27+09:00,"['word151', 'word152', 'word153', 'word154']"
2019-11-08T16:36:55+09:00,"['word151', 'word152', 'word153', 'word154']"
2019-11-08T16:36:48+09:00,"['word151', 'word152', 'word153']"
2019-11-08T16:36:35+09:00,['word151']
2019-11-08T15:26:01+09:00,"['word47', 'word147', 'word148']"
2019-11-08T11:49:09+09:00,"['word156', 'word157']"
2019-11-08T11:47:44+09:00,"['word156', 'word157']"
2019-11-07T16:25:52+09:00,['word91']
2019-11-07T16:24:33+09:00,"['word158', 'word159', 'word160']"
2019-11-07T16:24:28+09:00,"['word158', 'word159', 'word160']"
2019-11-07T16:23:41+09:00,"['word158', 'word159', 'word160']"
2019-11-07T16:23:27+09:00,"['word158', 'word161', 'word162']"
2019-11-07T16:20:15+09:00,"['word163', 'word164', 'word165']"
2019-11-07T16:19:26+09:00,"['word163', 'word164', 'word166']"
2019-11-07T16:09:23+09:00,"['word158', 'word161', 'word162']"
2019-11-07T16:09:13+09:00,"['word158', 'word161', 'word162']"
2019-11-07T16:09:13+09:00,"['word158', 'word161', 'word162']"
2019-11-07T16:09:07+09:00,"['word158', 'word161', 'word162']"
2019-11-07T16:09:02+09:00,"['word158', 'word161', 'word162']"
2019-11-07T16:08:52+09:00,"['word158', 'word161', 'word167']"
2019-11-07T16:08:42+09:00,"['word158', 'word161', 'word168']"
2019-11-07T16:08:32+09:00,"['word158', 'word161', 'word160']"
2019-11-07T16:08:28+09:00,"['word158', 'word161']"
2019-11-07T15:57:57+09:00,"['word37', 'word169']"
2019-11-07T11:25:44+09:00,"['word170', 'word171', 'word172', 'word173', 'word174', 'word175', 'word176']"
2019-11-06T17:51:17+09:00,"['word37', 'word35']"
2019-11-06T17:43:45+09:00,['word177']
2019-11-06T17:43:42+09:00,['word177']
2019-11-06T16:27:01+09:00,['word177']
2019-11-06T16:23:57+09:00,"['word177', 'word178']"
2019-11-06T16:23:52+09:00,['word177']
2019-11-06T16:19:45+09:00,"['word179', 'word180']"
2019-11-06T16:19:43+09:00,"['word179', 'word180']"
2019-11-06T16:19:34+09:00,"['word179', 'word180']"
2019-11-06T16:19:32+09:00,"['word179', 'word180']"
2019-11-06T16:18:34+09:00,"['word179', 'word180']"
2019-11-06T16:18:31+09:00,"['word179', 'word180']"
2019-11-06T16:18:20+09:00,"['word179', 'word180']"
2019-11-06T16:18:18+09:00,"['word179', 'word180']"
2019-11-06T16:18:13+09:00,"['word179', 'word180']"
2019-11-06T16:17:42+09:00,"['word181', 'word182']"
2019-11-06T16:16:32+09:00,"['word181', 'word180']"
2019-11-06T16:16:21+09:00,"['word181', 'word180']"
2019-11-06T16:16:15+09:00,"['word181', 'word180']"
2019-11-06T16:16:06+09:00,"['word181', 'word183']"
2019-11-06T16:15:34+09:00,"['word179', 'word180']"
2019-11-06T16:15:27+09:00,['word179']
2019-11-06T16:15:25+09:00,['word179']
2019-11-06T16:14:57+09:00,"['word181', 'word160']"
2019-11-06T16:14:41+09:00,"['word181', 'word160']"
2019-11-06T16:14:01+09:00,"['word181', 'word160']"
2019-11-06T16:13:52+09:00,"['word184', 'word185', 'word160']"
2019-11-06T16:13:13+09:00,"['word184', 'word185', 'word160']"
2019-11-06T15:27:17+09:00,"['word186', 'word187', 'word188']"
2019-11-06T15:26:00+09:00,"['word189', 'word190', 'word191']"
2019-11-06T15:24:06+09:00,"['word192', 'word193', 'word194', 'word195']"
2019-11-06T15:23:39+09:00,"['word192', 'word193', 'word194', 'word195']"
2019-11-06T15:23:27+09:00,"['word192', 'word193', 'word194']"
2019-11-06T15:22:58+09:00,"['word192', 'word193', 'word194']"
2019-11-06T15:22:29+09:00,"['word196', 'word197', 'word198']"
2019-11-06T15:21:23+09:00,"['word196', 'word197', 'word198']"
2019-11-06T15:18:14+09:00,"['word189', 'word190', 'word199']"
2019-11-06T15:17:29+09:00,"['word189', 'word190', 'word199']"
2019-11-06T15:17:12+09:00,"['word189', 'word190', 'word191']"
2019-11-06T15:16:52+09:00,"['word189', 'word190', 'word191']"
2019-11-06T15:16:17+09:00,"['word189', 'word190', 'word191']"
2019-11-06T15:16:04+09:00,"['word189', 'word190']"
2019-11-06T15:15:30+09:00,"['word200', 'word186']"
2019-11-06T15:14:36+09:00,"['word200', 'word186']"
2019-11-06T15:14:18+09:00,"['word200', 'word186']"
2019-11-06T15:14:15+09:00,['word200']
2019-11-06T15:06:37+09:00,"['word201', 'word202']"
2019-11-06T14:58:20+09:00,['word200']
2019-11-06T14:57:51+09:00,['word203']
2019-11-06T14:55:43+09:00,"['word186', 'word200', 'word188']"
2019-11-06T14:37:42+09:00,"['word186', 'word200', 'word188']"
2019-11-06T14:37:27+09:00,"['word186', 'word200', 'word188']"
2019-11-06T14:33:01+09:00,"['word186', 'word200', 'word188']"
2019-11-06T14:33:00+09:00,"['word186', 'word200', 'word188']"
2019-11-06T14:27:42+09:00,"['word186', 'word200', 'word204']"
2019-11-06T14:27:30+09:00,"['word186', 'word200', 'word204']"
2019-11-06T14:27:19+09:00,"['word186', 'word200', 'word188']"
2019-11-06T14:27:04+09:00,"['word186', 'word200', 'word188']"
2019-11-06T14:27:03+09:00,"['word186', 'word200', 'word188']"
2019-11-06T14:26:52+09:00,"['word186', 'word200']"
2019-11-06T14:19:56+09:00,"['word186', 'word200']"
2019-11-06T14:07:26+09:00,['word201']
2019-11-06T14:07:14+09:00,['word201']
2019-11-06T14:07:10+09:00,"['word205', 'word201']"
2019-11-06T14:06:53+09:00,"['word205', 'word201']"
2019-11-06T14:03:42+09:00,"['word181', 'word107']"
2019-11-06T14:03:07+09:00,"['word181', 'word160']"
2019-11-06T12:38:19+09:00,"['word206', 'word207']"
2019-11-06T12:38:13+09:00,"['word206', 'word207']"
2019-11-06T12:38:10+09:00,"['word206', 'word207']"
2019-11-06T12:37:46+09:00,"['word206', 'word207']"
2019-11-06T12:37:40+09:00,"['word206', 'word207']"
2019-11-06T12:37:34+09:00,"['word206', 'word207']"
2019-11-06T12:37:08+09:00,"['word206', 'word207']"
2019-11-06T12:35:34+09:00,"['word183', 'word208', 'word209']"
2019-11-06T12:35:31+09:00,"['word183', 'word208', 'word209']"
2019-11-06T12:35:28+09:00,"['word183', 'word208', 'word209']"
2019-11-06T12:35:25+09:00,"['word183', 'word208', 'word209']"
2019-11-06T12:35:22+09:00,"['word183', 'word208', 'word209']"
2019-11-06T12:35:14+09:00,"['word183', 'word208', 'word209']"
2019-11-06T12:35:07+09:00,"['word183', 'word208', 'word209']"
2019-11-06T12:32:25+09:00,"['word210', 'word211', 'word183']"
2019-11-06T12:32:22+09:00,"['word210', 'word211', 'word183']"
2019-11-06T12:32:21+09:00,"['word210', 'word211', 'word183']"
2019-11-06T12:32:19+09:00,"['word210', 'word211', 'word183']"
2019-11-06T12:32:02+09:00,"['word212', 'word213']"
2019-11-06T12:31:55+09:00,"['word212', 'word213']"
2019-11-06T12:31:52+09:00,"['word212', 'word213']"
2019-11-06T12:31:51+09:00,"['word212', 'word213']"
2019-11-06T12:31:48+09:00,"['word212', 'word213']"
2019-11-06T12:30:51+09:00,"['word212', 'word213']"
2019-11-06T12:30:47+09:00,"['word212', 'word213']"
2019-11-06T12:30:30+09:00,"['word212', 'word213']"
2019-11-06T12:29:20+09:00,"['word212', 'word213']"
2019-11-06T12:29:12+09:00,"['word212', 'word213']"
2019-11-06T12:28:29+09:00,"['word212', 'word213']"
2019-11-06T12:27:58+09:00,['word212']
2019-11-06T12:27:56+09:00,['word212']
2019-11-06T12:27:42+09:00,['word212']
2019-11-06T12:27:38+09:00,['word212']
2019-11-06T12:27:09+09:00,"['word210', 'word211', 'word183']"
2019-11-06T12:26:04+09:00,"['word206', 'word214', 'word209']"
2019-11-06T12:26:00+09:00,"['word206', 'word214', 'word209']"
2019-11-06T12:25:07+09:00,"['word206', 'word214', 'word209']"
2019-11-06T12:25:05+09:00,"['word206', 'word214', 'word209']"
2019-11-06T12:24:58+09:00,"['word206', 'word214', 'word209']"
2019-11-06T12:24:55+09:00,"['word206', 'word214', 'word209']"
2019-11-06T12:24:53+09:00,"['word206', 'word214', 'word209']"
2019-11-06T12:24:49+09:00,"['word206', 'word214', 'word209']"
2019-11-06T12:24:48+09:00,"['word206', 'word214', 'word209']"
2019-11-06T12:24:39+09:00,"['word206', 'word214', 'word209']"
2019-11-06T12:24:29+09:00,"['word206', 'word214', 'word209']"
2019-11-06T12:22:29+09:00,"['word181', 'word183']"
2019-11-06T12:22:25+09:00,"['word181', 'word183']"
2019-11-06T12:21:44+09:00,"['word181', 'word183']"
2019-11-06T12:21:39+09:00,"['word181', 'word183']"
2019-11-06T12:21:36+09:00,"['word181', 'word183']"
2019-11-06T12:21:33+09:00,"['word181', 'word183']"
2019-11-06T12:21:30+09:00,"['word181', 'word183']"
2019-11-06T12:21:11+09:00,"['word181', 'word215']"
2019-11-06T12:20:50+09:00,['word181']
2019-11-06T12:20:49+09:00,['word181']
2019-11-06T12:12:28+09:00,['word203']
2019-11-06T12:02:37+09:00,"['word184', 'word208', 'word209']"
2019-11-06T12:02:30+09:00,"['word184', 'word208', 'word209']"
2019-11-06T12:02:21+09:00,"['word184', 'word208', 'word209']"
2019-11-06T12:02:18+09:00,"['word184', 'word208', 'word209']"
2019-11-06T12:02:15+09:00,"['word184', 'word208', 'word209']"
2019-11-06T12:02:04+09:00,"['word206', 'word208', 'word209']"
2019-11-06T12:01:52+09:00,"['word216', 'word208', 'word209']"
2019-11-06T12:01:51+09:00,"['word216', 'word208', 'word209']"
2019-11-06T12:01:42+09:00,"['word216', 'word208', 'word209']"
2019-11-06T12:01:38+09:00,"['word216', 'word208', 'word209']"
2019-11-06T12:01:34+09:00,"['word216', 'word208', 'word209']"
2019-11-06T12:01:32+09:00,"['word216', 'word208', 'word209']"
2019-11-06T12:01:27+09:00,"['word216', 'word208', 'word209']"
2019-11-06T12:01:17+09:00,"['word216', 'word208', 'word217']"
2019-11-06T12:00:58+09:00,"['word216', 'word208', 'word217']"
2019-11-06T12:00:49+09:00,"['word216', 'word208']"
2019-11-06T12:00:45+09:00,"['word216', 'word208']"
2019-11-06T12:00:40+09:00,"['word216', 'word208']"
2019-11-06T12:00:23+09:00,"['word216', 'word208']"
2019-11-06T11:59:58+09:00,"['word216', 'word218', 'word219']"
2019-11-06T11:59:53+09:00,"['word216', 'word218', 'word219']"
2019-11-06T11:59:49+09:00,"['word216', 'word218', 'word219']"
2019-11-06T11:59:40+09:00,"['word216', 'word218', 'word219']"
2019-11-06T11:59:38+09:00,"['word216', 'word218', 'word219']"
2019-11-06T11:59:33+09:00,"['word216', 'word218', 'word219']"
2019-11-06T11:59:26+09:00,"['word216', 'word218', 'word219']"
2019-11-06T11:59:22+09:00,"['word216', 'word218', 'word219']"
2019-11-06T11:59:17+09:00,"['word216', 'word218', 'word219']"
2019-11-06T11:59:12+09:00,"['word216', 'word218', 'word219']"
2019-11-06T11:59:08+09:00,"['word216', 'word218', 'word219']"
2019-11-06T11:59:04+09:00,"['word216', 'word218', 'word219']"
2019-11-06T11:58:54+09:00,"['word216', 'word218', 'word219']"
2019-11-06T11:58:13+09:00,"['word210', 'word211', 'word183']"
2019-11-06T11:58:09+09:00,"['word210', 'word211', 'word183']"
2019-11-06T11:57:53+09:00,"['word210', 'word211', 'word183']"
2019-11-06T11:57:39+09:00,"['word210', 'word211', 'word183']"
2019-11-06T11:53:25+09:00,"['word210', 'word211', 'word183']"
2019-11-06T11:53:06+09:00,"['word210', 'word211', 'word183']"
2019-11-06T11:53:01+09:00,"['word210', 'word211', 'word183']"
2019-11-06T11:52:59+09:00,"['word210', 'word211', 'word183']"
2019-11-06T11:51:57+09:00,"['word214', 'word183']"
2019-11-06T11:51:55+09:00,"['word214', 'word183']"
2019-11-06T11:51:52+09:00,"['word214', 'word183']"
2019-11-06T11:51:45+09:00,"['word214', 'word183']"
2019-11-06T11:51:34+09:00,"['word214', 'word183']"
2019-11-06T11:11:59+09:00,"['word170', 'word171', 'word172', 'word173', 'word174', 'word175', 'word176']"
2019-11-05T15:53:09+09:00,"['word220', 'word221']"
2019-11-05T15:52:55+09:00,"['word220', 'word221']"
2019-11-05T15:24:10+09:00,"['word222', 'word223']"
2019-11-05T15:23:56+09:00,"['word214', 'word223']"
2019-11-05T15:23:53+09:00,"['word214', 'word223']"
2019-11-05T15:23:46+09:00,"['word214', 'word183']"
2019-11-05T14:59:15+09:00,"['word224', 'word185']"
2019-11-05T14:54:11+09:00,"['word224', 'word225']"
2019-11-05T14:53:12+09:00,['word224']
2019-11-05T14:50:21+09:00,['word226']
2019-11-05T14:22:53+09:00,"['word214', 'word223']"
2019-11-05T12:35:30+09:00,"['word37', 'word35']"
2019-11-05T12:28:58+09:00,"['word214', 'word223']"
2019-11-05T12:28:29+09:00,"['word214', 'word223']"
2019-11-05T12:28:17+09:00,"['word214', 'word223']"
2019-11-05T12:27:53+09:00,"['word214', 'word223']"
2019-11-05T12:27:45+09:00,"['word214', 'word223']"
2019-11-05T12:27:39+09:00,['word214']
2019-11-05T12:25:41+09:00,"['word222', 'word223']"
2019-11-05T12:25:34+09:00,['word222']
2019-11-05T12:25:22+09:00,['word214']
2019-11-05T12:24:41+09:00,['word214']
2019-11-05T12:24:28+09:00,"['word214', 'word183']"
2019-11-05T12:24:25+09:00,"['word214', 'word183']"
2019-11-05T12:23:36+09:00,"['word214', 'word183']"
2019-11-05T12:23:34+09:00,"['word214', 'word183']"
2019-11-05T12:23:33+09:00,"['word214', 'word183']"
2019-11-05T12:23:31+09:00,"['word214', 'word183']"
2019-11-05T12:23:02+09:00,"['word214', 'word183']"
2019-11-05T12:22:49+09:00,"['word214', 'word183']"
2019-11-05T12:22:37+09:00,"['word214', 'word183']"
2019-11-05T12:22:34+09:00,"['word214', 'word183']"
2019-11-05T12:22:25+09:00,"['word214', 'word183']"
2019-11-05T12:22:10+09:00,"['word214', 'word183']"
2019-11-05T12:21:25+09:00,"['word214', 'word183']"
2019-11-05T12:14:16+09:00,"['word170', 'word171', 'word172', 'word173', 'word174', 'word175', 'word176']"
2019-11-05T12:12:03+09:00,"['word170', 'word171', 'word172', 'word173', 'word174', 'word175', 'word176']"
2019-11-05T11:45:53+09:00,"['word70', 'word68', 'word79']"
2019-11-05T11:45:34+09:00,"['word33', 'word114', 'word115']"
2019-11-05T11:44:48+09:00,"['word33', 'word114', 'word115']"
2019-11-05T11:44:23+09:00,"['word70', 'word68', 'word79']"
2019-11-01T17:17:41+09:00,['word227']
2019-11-01T16:16:57+09:00,"['word186', 'word228', 'word229']"
2019-11-01T16:12:53+09:00,"['word186', 'word229']"
2019-11-01T16:12:09+09:00,"['word186', 'word229']"
2019-11-01T16:12:00+09:00,"['word186', 'word228', 'word229']"
2019-11-01T15:56:42+09:00,"['word186', 'word228', 'word229']"
2019-11-01T15:54:46+09:00,"['word186', 'word188', 'word230', 'word121']"
2019-11-01T15:48:56+09:00,"['word186', 'word231', 'word232']"
2019-11-01T15:48:36+09:00,"['word186', 'word231', 'word232']"
2019-11-01T15:44:25+09:00,"['word186', 'word231', 'word232']"
2019-11-01T15:43:43+09:00,"['word186', 'word231', 'word232']"
2019-11-01T15:43:15+09:00,"['word186', 'word231', 'word232']"
2019-11-01T15:42:53+09:00,"['word186', 'word231', 'word232']"
2019-11-01T15:42:37+09:00,"['word186', 'word228', 'word229']"
2019-11-01T15:29:45+09:00,['word233']
2019-11-01T15:29:30+09:00,['word234']
2019-11-01T15:25:22+09:00,['word235']
2019-11-01T11:33:37+09:00,"['word122', 'word104']"
2019-11-01T11:19:39+09:00,"['word47', 'word122']"
2019-11-01T11:17:34+09:00,"['word47', 'word145']"
2019-11-01T11:17:29+09:00,"['word47', 'word145']"
2019-11-01T11:17:27+09:00,"['word47', 'word145', 'word142']"
2019-11-01T11:17:18+09:00,"['word47', 'word236']"
2019-11-01T11:16:31+09:00,"['word47', 'word236']"
2019-11-01T11:16:01+09:00,"['word47', 'word145', 'word142']"
2019-11-01T10:33:42+09:00,"['word170', 'word171', 'word172', 'word173', 'word174', 'word175', 'word176', 'word237']"
2019-11-01T10:29:53+09:00,['word203']
2019-11-01T10:24:12+09:00,['word238']
2019-10-30T18:37:46+09:00,"['word47', 'word145', 'word142']"
2019-10-30T17:34:47+09:00,"['word47', 'word145', 'word142']"
2019-10-30T17:34:44+09:00,"['word47', 'word145', 'word142', 'word239']"
2019-10-30T17:34:26+09:00,"['word47', 'word240']"
2019-10-30T17:30:46+09:00,"['word47', 'word240']"
2019-10-30T17:29:41+09:00,"['word47', 'word240']"
2019-10-30T17:29:27+09:00,"['word47', 'word240']"
2019-10-30T17:29:16+09:00,['word145']
2019-10-30T17:21:55+09:00,['word145']
2019-10-30T17:21:27+09:00,['word145']
2019-10-30T17:21:05+09:00,['word145']
2019-10-30T17:16:11+09:00,['word145']
2019-10-30T17:15:49+09:00,"['word47', 'word240']"
2019-10-30T17:12:14+09:00,"['word47', 'word240']"
2019-10-30T17:12:07+09:00,"['word47', 'word145', 'word142']"
2019-10-30T16:51:14+09:00,"['word241', 'word242']"
2019-10-30T16:51:13+09:00,"['word241', 'word242']"
2019-10-29T15:00:12+09:00,"['word210', 'word211', 'word184']"
2019-10-29T15:00:10+09:00,"['word210', 'word211', 'word184']"
2019-10-29T15:00:00+09:00,"['word210', 'word211', 'word184']"
2019-10-29T14:59:56+09:00,"['word210', 'word211', 'word184']"
2019-10-29T14:59:54+09:00,"['word210', 'word211', 'word184']"
2019-10-29T14:10:29+09:00,['word243']
2019-10-29T14:00:52+09:00,['word243']
2019-10-29T13:53:42+09:00,['word244']
2019-10-29T13:38:10+09:00,"['word245', 'word246', 'word247']"
2019-10-29T13:37:58+09:00,"['word245', 'word246', 'word247']"
2019-10-29T13:37:52+09:00,['word245']
2019-10-29T13:29:32+09:00,"['word210', 'word211', 'word184']"
2019-10-29T13:29:24+09:00,"['word210', 'word211', 'word184']"
2019-10-29T13:29:20+09:00,"['word210', 'word211', 'word184']"
2019-10-29T13:28:45+09:00,"['word210', 'word211', 'word184']"
