datetime,dwords
2019-10-15T12:21:41+09:00,"['word47', 'word369']"
2019-10-15T12:19:46+09:00,"['word47', 'word381']"
2019-10-15T12:19:44+09:00,['word47']
2019-10-11T15:44:13+09:00,"['word382', 'word383']"
2019-10-11T15:44:03+09:00,"['word382', 'word383']"
2019-10-11T15:43:54+09:00,"['word382', 'word383']"
2019-10-11T15:43:52+09:00,"['word382', 'word383']"
2019-10-11T15:43:50+09:00,"['word382', 'word383']"
2019-10-11T15:43:46+09:00,"['word382', 'word383']"
2019-10-11T15:43:38+09:00,"['word382', 'word383']"
2019-10-11T15:43:26+09:00,"['word382', 'word383']"
2019-10-11T15:43:19+09:00,"['word382', 'word383']"
2019-10-11T15:43:11+09:00,"['word382', 'word383']"
2019-10-11T15:43:08+09:00,"['word382', 'word383']"
2019-10-11T15:43:05+09:00,"['word382', 'word383']"
2019-10-11T15:43:00+09:00,"['word382', 'word383']"
2019-10-11T15:42:58+09:00,"['word382', 'word383']"
2019-10-11T15:42:54+09:00,"['word382', 'word383']"
2019-10-11T15:42:47+09:00,"['word382', 'word383']"
2019-10-11T15:42:44+09:00,"['word382', 'word383']"
2019-10-11T15:42:41+09:00,"['word382', 'word383']"
2019-10-11T15:42:32+09:00,"['word382', 'word383']"
2019-10-11T15:42:24+09:00,"['word382', 'word383']"
2019-10-11T15:42:18+09:00,"['word382', 'word383']"
2019-10-11T15:42:15+09:00,"['word382', 'word383']"
2019-10-11T15:42:00+09:00,"['word382', 'word383']"
2019-10-11T15:41:54+09:00,"['word382', 'word383']"
2019-10-11T15:41:45+09:00,"['word382', 'word383']"
2019-10-11T15:41:44+09:00,"['word382', 'word383']"
2019-10-11T15:41:41+09:00,"['word382', 'word383']"
2019-10-11T15:41:34+09:00,"['word382', 'word383']"
2019-10-11T15:41:32+09:00,"['word382', 'word383']"
2019-10-11T15:41:18+09:00,"['word382', 'word384']"
2019-10-11T15:41:02+09:00,"['word385', 'word386', 'word387']"
2019-10-11T15:40:59+09:00,"['word385', 'word386', 'word387']"
2019-10-11T15:40:36+09:00,"['word385', 'word386', 'word387']"
2019-10-11T15:40:16+09:00,"['word385', 'word386', 'word387']"
2019-10-11T15:40:09+09:00,"['word385', 'word386', 'word387']"
2019-10-11T15:39:12+09:00,['word382']
2019-10-11T15:38:22+09:00,['word388']
2019-10-11T15:38:11+09:00,['word388']
2019-10-11T15:37:51+09:00,['word388']
2019-10-11T15:37:27+09:00,['word388']
2019-10-11T15:16:27+09:00,"['word47', 'word346', 'word315', 'word52', 'word80']"
2019-10-11T15:16:26+09:00,"['word47', 'word346', 'word315', 'word52', 'word80']"
2019-10-11T15:05:24+09:00,['word389']
2019-10-11T14:56:02+09:00,"['word390', 'word150', 'word391']"
2019-10-11T14:55:19+09:00,"['word390', 'word150', 'word391']"
2019-10-11T14:55:05+09:00,['word392']
2019-10-11T14:54:43+09:00,['word392']
2019-10-11T14:52:31+09:00,['word392']
2019-10-11T14:52:17+09:00,['word392']
2019-10-11T14:52:04+09:00,['word392']
2019-10-11T14:51:52+09:00,['word392']
2019-10-11T14:51:36+09:00,['word392']
2019-10-11T14:51:20+09:00,['word392']
2019-10-11T14:50:46+09:00,['word392']
2019-10-11T14:50:38+09:00,['word392']
2019-10-11T12:41:06+09:00,"['word47', 'word332', 'word393', 'word394']"
2019-10-11T12:41:03+09:00,"['word47', 'word332']"
2019-10-11T12:39:59+09:00,"['word47', 'word332']"
2019-10-11T12:39:49+09:00,"['word47', 'word346', 'word315', 'word52', 'word80']"
2019-10-11T12:10:34+09:00,"['word47', 'word346', 'word315', 'word52', 'word80']"
2019-10-11T12:10:33+09:00,"['word47', 'word346', 'word315', 'word52', 'word80']"
2019-10-11T12:10:22+09:00,"['word47', 'word346', 'word52', 'word57']"
2019-10-11T12:09:35+09:00,"['word47', 'word346', 'word52', 'word57']"
2019-10-11T12:09:30+09:00,"['word47', 'word346']"
2019-10-11T12:09:13+09:00,"['word47', 'word346']"
2019-10-10T19:38:27+09:00,"['word325', 'word326', 'word327', 'word328', 'word329', 'word395', 'word331', 'word332']"
2019-10-10T19:38:12+09:00,"['word325', 'word396', 'word327', 'word328', 'word329']"
2019-10-10T19:36:49+09:00,"['word325', 'word396', 'word327', 'word328', 'word329']"
2019-10-10T19:32:48+09:00,"['word325', 'word396', 'word327', 'word328', 'word329']"
2019-10-10T19:30:28+09:00,"['word325', 'word396', 'word327', 'word328', 'word329']"
2019-10-10T19:14:12+09:00,"['word47', 'word368']"
2019-10-10T19:14:04+09:00,"['word47', 'word4', 'word369']"
2019-10-10T19:11:51+09:00,"['word47', 'word4', 'word369']"
2019-10-10T19:11:41+09:00,"['word47', 'word381']"
2019-10-10T19:10:34+09:00,"['word47', 'word381']"
2019-10-10T19:10:28+09:00,"['word47', 'word17']"
2019-10-10T19:03:56+09:00,"['word47', 'word17']"
2019-10-10T19:03:45+09:00,"['word47', 'word17']"
2019-10-10T19:01:55+09:00,"['word47', 'word17']"
2019-10-10T18:55:05+09:00,['word332']
2019-10-10T18:52:11+09:00,"['word47', 'word80', 'word397']"
2019-10-10T18:52:03+09:00,"['word47', 'word381']"
2019-10-10T18:46:38+09:00,"['word47', 'word381']"
2019-10-10T18:46:27+09:00,"['word47', 'word29']"
2019-10-10T18:45:11+09:00,"['word47', 'word29']"
2019-10-10T18:16:27+09:00,"['word47', 'word97']"
2019-10-10T18:16:20+09:00,['word47']
2019-10-10T18:07:54+09:00,['word398']
2019-10-10T17:56:45+09:00,"['word47', 'word328', 'word99', 'word52']"
2019-10-10T17:55:52+09:00,"['word47', 'word328', 'word99', 'word52']"
2019-10-10T17:53:37+09:00,"['word47', 'word328', 'word99', 'word52']"
2019-10-10T17:53:32+09:00,"['word47', 'word328', 'word99']"
2019-10-10T17:53:22+09:00,['word47']
2019-10-10T17:33:46+09:00,"['word99', 'word52', 'word47']"
2019-10-10T16:34:24+09:00,"['word399', 'word82']"
2019-10-04T18:43:33+09:00,"['word399', 'word82']"
2019-10-04T18:43:26+09:00,"['word399', 'word82']"
2019-10-04T18:43:20+09:00,['word400']
2019-10-04T18:38:10+09:00,['word400']
2019-10-04T18:22:40+09:00,"['word401', 'word130']"
2019-10-04T18:22:33+09:00,"['word402', 'word114']"
2019-10-04T18:16:50+09:00,"['word82', 'word99', 'word102']"
2019-10-04T18:16:33+09:00,"['word82', 'word403']"
2019-10-04T18:07:45+09:00,"['word402', 'word114']"
2019-10-04T18:01:11+09:00,"['word82', 'word403']"
2019-10-04T18:01:08+09:00,['word82']
2019-10-04T17:50:41+09:00,['word404']
2019-10-04T17:47:01+09:00,['word82']
2019-10-04T16:50:55+09:00,['word405']
2019-10-04T14:48:31+09:00,"['word33', 'word99', 'word102', 'word306']"
2019-10-04T14:48:10+09:00,"['word33', 'word406']"
2019-10-04T14:38:28+09:00,"['word407', 'word408']"
2019-10-04T14:38:27+09:00,"['word407', 'word408']"
2019-10-03T14:10:41+09:00,"['word33', 'word406']"
2019-10-03T14:10:15+09:00,"['word33', 'word406']"
2019-10-03T13:53:40+09:00,"['word409', 'word410', 'word411']"
2019-10-03T13:46:58+09:00,['word412']
2019-10-03T13:46:33+09:00,"['word269', 'word270', 'word351', 'word413', 'word412', 'word414']"
2019-10-03T13:43:28+09:00,"['word269', 'word270', 'word351', 'word413', 'word412', 'word414']"
2019-10-03T13:41:43+09:00,"['word113', 'word415', 'word119']"
2019-10-03T13:41:39+09:00,"['word113', 'word415']"
2019-10-03T13:41:20+09:00,"['word119', 'word113', 'word33']"
2019-10-03T13:41:02+09:00,"['word119', 'word113', 'word33']"
2019-10-03T13:35:56+09:00,"['word119', 'word113', 'word33']"
2019-10-03T13:35:48+09:00,"['word119', 'word113', 'word415']"
2019-10-03T13:27:16+09:00,"['word119', 'word113', 'word415']"
2019-10-03T13:26:49+09:00,"['word119', 'word113', 'word415']"
2019-10-03T13:26:07+09:00,"['word101', 'word113']"
2019-10-03T13:26:01+09:00,['word101']
2019-10-03T13:13:10+09:00,"['word33', 'word406']"
2019-10-03T13:00:11+09:00,"['word33', 'word406']"
2019-10-03T13:00:09+09:00,"['word33', 'word416']"
2019-10-03T12:57:53+09:00,"['word33', 'word416']"
2019-10-03T12:56:12+09:00,"['word33', 'word416']"
2019-10-03T12:51:52+09:00,"['word33', 'word416']"
2019-10-03T12:51:36+09:00,"['word33', 'word406']"
2019-10-03T12:49:41+09:00,"['word33', 'word406']"
2019-10-03T12:47:29+09:00,"['word33', 'word406']"
2019-10-01T18:26:10+09:00,['word417']
2019-10-01T18:26:04+09:00,"['word47', 'word418']"
2019-10-01T18:25:21+09:00,"['word47', 'word418']"
2019-10-01T18:25:12+09:00,"['word47', 'word80', 'word57']"
2019-10-01T18:22:48+09:00,['word33']
2019-10-01T17:45:02+09:00,"['word85', 'word419', 'word33']"
2019-10-01T16:59:21+09:00,"['word420', 'word421']"
2019-10-01T16:59:15+09:00,"['word420', 'word422', 'word423']"
2019-10-01T16:50:24+09:00,['word424']
2019-10-01T16:48:22+09:00,"['word119', 'word425']"
2019-10-01T16:47:31+09:00,"['word426', 'word425']"
2019-10-01T16:47:29+09:00,['word426']
2019-10-01T16:47:18+09:00,['word426']
2019-10-01T16:47:13+09:00,"['word426', 'word415']"
2019-10-01T16:46:59+09:00,"['word426', 'word415']"
2019-10-01T16:46:38+09:00,"['word426', 'word415']"
2019-10-01T16:43:01+09:00,"['word141', 'word6']"
2019-10-01T16:42:22+09:00,"['word33', 'word141']"
2019-10-01T16:37:30+09:00,['word101']
2019-10-01T16:36:10+09:00,['word427']
2019-10-01T16:35:39+09:00,['word428']
2019-10-01T16:35:13+09:00,['word101']
2019-10-01T16:25:46+09:00,"['word80', 'word68', 'word57', 'word47']"
2019-10-01T16:18:40+09:00,"['word80', 'word68', 'word57', 'word47']"
2019-10-01T15:59:19+09:00,"['word80', 'word68', 'word57', 'word47']"
2019-10-01T15:56:28+09:00,"['word80', 'word68', 'word57', 'word47']"
2019-10-01T15:53:26+09:00,"['word80', 'word68', 'word57', 'word47']"
2019-10-01T15:52:39+09:00,"['word80', 'word68', 'word57', 'word47']"
2019-10-01T15:52:23+09:00,"['word80', 'word57', 'word47']"
2019-10-01T15:51:58+09:00,"['word68', 'word80', 'word57', 'word47']"
2019-10-01T15:39:37+09:00,"['word31', 'word341', 'word429']"
2019-10-01T15:39:02+09:00,"['word31', 'word341', 'word372']"
2019-10-01T15:38:42+09:00,"['word31', 'word430']"
2019-10-01T15:38:16+09:00,"['word31', 'word430']"
2019-10-01T15:38:05+09:00,"['word31', 'word431']"
2019-10-01T15:37:28+09:00,['word47']
2019-10-01T15:37:13+09:00,['word432']
2019-10-01T15:30:04+09:00,['word432']
2019-10-01T15:17:20+09:00,"['word68', 'word80', 'word57', 'word47']"
2019-10-01T15:17:15+09:00,"['word47', 'word80', 'word57']"
2019-10-01T15:17:02+09:00,"['word47', 'word80', 'word57']"
2019-10-01T15:16:49+09:00,['word47']
2019-10-01T15:16:37+09:00,"['word75', 'word433', 'word434']"
2019-10-01T15:16:31+09:00,"['word75', 'word80', 'word68']"
2019-10-01T15:16:17+09:00,"['word75', 'word433', 'word434']"
2019-10-01T15:13:55+09:00,"['word47', 'word435']"
2019-10-01T15:13:04+09:00,"['word47', 'word436']"
2019-10-01T15:12:50+09:00,['word47']
2019-10-01T14:15:38+09:00,"['word75', 'word433', 'word434']"
2019-10-01T14:15:05+09:00,"['word75', 'word433', 'word434']"
2019-10-01T14:12:39+09:00,"['word75', 'word433', 'word434']"
2019-10-01T14:12:28+09:00,"['word75', 'word433']"
2019-10-01T14:12:21+09:00,"['word75', 'word437', 'word438']"
2019-10-01T14:10:18+09:00,"['word75', 'word437', 'word438']"
2019-10-01T14:09:40+09:00,"['word75', 'word439', 'word348']"
2019-10-01T13:58:43+09:00,"['word433', 'word440']"
2019-10-01T13:58:34+09:00,"['word433', 'word441']"
2019-10-01T13:57:44+09:00,"['word433', 'word441']"
2019-10-01T13:57:15+09:00,"['word433', 'word336']"
2019-10-01T13:56:51+09:00,"['word433', 'word57']"
2019-10-01T13:52:26+09:00,"['word433', 'word57']"
2019-10-01T13:51:36+09:00,"['word75', 'word442']"
2019-10-01T13:50:07+09:00,"['word75', 'word442']"
2019-10-01T13:49:57+09:00,"['word443', 'word444', 'word331', 'word445', 'word446', 'word447', 'word448', 'word449', 'word450']"
2019-10-01T13:07:48+09:00,"['word443', 'word444', 'word331', 'word445', 'word446', 'word447', 'word448', 'word449', 'word450']"
2019-10-01T13:06:58+09:00,"['word443', 'word444', 'word331', 'word445', 'word446', 'word447', 'word448', 'word449', 'word450']"
2019-10-01T13:06:23+09:00,"['word443', 'word444', 'word331', 'word445', 'word446', 'word447', 'word448', 'word449', 'word450']"
2019-10-01T13:00:26+09:00,"['word75', 'word439', 'word348']"
2019-10-01T12:59:23+09:00,"['word75', 'word439']"
2019-10-01T12:59:09+09:00,"['word75', 'word439']"
2019-10-01T12:58:10+09:00,"['word75', 'word439']"
2019-09-25T18:55:33+09:00,"['word70', 'word451', 'word229']"
2019-09-25T18:43:45+09:00,"['word75', 'word452', 'word188']"
2019-09-25T18:43:40+09:00,"['word75', 'word433', 'word452', 'word188']"
2019-09-25T18:39:15+09:00,"['word75', 'word441', 'word188', 'word453']"
2019-09-25T18:38:43+09:00,"['word441', 'word66', 'word126']"
2019-09-25T18:33:26+09:00,"['word441', 'word55', 'word188']"
2019-09-25T18:33:18+09:00,"['word441', 'word55', 'word188']"
2019-09-25T18:07:38+09:00,"['word442', 'word454', 'word331']"
2019-09-25T18:06:17+09:00,"['word442', 'word454', 'word331']"
2019-09-25T18:06:04+09:00,"['word442', 'word454', 'word331']"
2019-09-25T17:50:47+09:00,"['word70', 'word455']"
2019-09-25T17:48:33+09:00,"['word70', 'word455']"
2019-09-25T17:35:35+09:00,"['word433', 'word441', 'word74']"
2019-09-25T17:31:00+09:00,"['word433', 'word441', 'word74']"
2019-09-25T17:30:49+09:00,"['word441', 'word74']"
2019-09-25T17:18:52+09:00,"['word441', 'word74']"
2019-09-25T17:18:21+09:00,"['word441', 'word74']"
2019-09-25T17:12:22+09:00,['word456']
2019-09-25T16:44:27+09:00,"['word70', 'word457', 'word458']"
2019-09-25T16:44:11+09:00,"['word433', 'word60']"
2019-09-25T16:32:41+09:00,"['word433', 'word60']"
2019-09-25T16:29:01+09:00,"['word433', 'word57']"
2019-09-25T16:28:43+09:00,"['word433', 'word57']"
2019-09-25T16:28:28+09:00,"['word433', 'word8']"
2019-09-25T16:27:52+09:00,"['word433', 'word8']"
2019-09-25T16:27:45+09:00,"['word433', 'word65']"
2019-09-25T16:21:11+09:00,"['word433', 'word65']"
2019-09-25T16:11:28+09:00,"['word459', 'word70']"
2019-09-25T15:53:29+09:00,"['word460', 'word461', 'word70']"
2019-09-25T15:53:20+09:00,"['word460', 'word461']"
2019-09-25T15:52:52+09:00,"['word70', 'word455']"
2019-09-25T15:50:22+09:00,"['word70', 'word455']"
2019-09-25T15:35:16+09:00,['word462']
2019-09-25T15:33:32+09:00,['word462']
2019-09-25T15:13:34+09:00,"['word463', 'word315', 'word40']"
2019-09-25T14:41:40+09:00,"['word348', 'word74', 'word70']"
2019-09-25T14:41:29+09:00,"['word348', 'word74']"
2019-09-25T14:41:16+09:00,"['word348', 'word74']"
2019-09-25T14:26:06+09:00,"['word70', 'word464', 'word465']"
2019-09-25T14:23:33+09:00,"['word70', 'word464', 'word465']"
2019-09-25T13:34:52+09:00,"['word75', 'word433', 'word452', 'word188']"
2019-09-25T13:34:21+09:00,"['word75', 'word433', 'word452', 'word188']"
2019-09-25T13:33:50+09:00,"['word75', 'word433', 'word452', 'word188']"
2019-09-25T13:33:41+09:00,"['word75', 'word433', 'word452']"
2019-09-25T13:27:31+09:00,"['word75', 'word466']"
2019-09-25T13:25:27+09:00,"['word75', 'word466']"
2019-09-25T13:24:50+09:00,"['word75', 'word466']"
2019-09-25T13:23:16+09:00,"['word75', 'word466']"
2019-09-25T13:22:27+09:00,"['word75', 'word466']"
2019-09-25T13:10:44+09:00,"['word70', 'word452', 'word68']"
2019-09-25T13:10:37+09:00,"['word70', 'word452']"
2019-09-25T13:09:32+09:00,"['word70', 'word452']"
2019-09-25T13:09:20+09:00,"['word70', 'word452']"
2019-09-25T13:08:55+09:00,"['word70', 'word467', 'word229']"
2019-09-25T13:01:19+09:00,"['word70', 'word467', 'word229']"
2019-09-25T12:58:07+09:00,"['word70', 'word467', 'word229']"
2019-09-25T12:57:46+09:00,"['word70', 'word467', 'word229']"
2019-09-25T12:57:23+09:00,"['word70', 'word467', 'word229']"
2019-09-25T12:57:01+09:00,"['word70', 'word467', 'word229']"
2019-09-25T12:56:52+09:00,"['word70', 'word467', 'word188']"
2019-09-25T12:49:23+09:00,"['word70', 'word467', 'word188']"
2019-09-25T12:48:04+09:00,"['word70', 'word467', 'word188']"
2019-09-25T12:47:34+09:00,"['word70', 'word467', 'word188']"
2019-09-25T12:47:13+09:00,"['word70', 'word467', 'word188']"
2019-09-25T12:42:58+09:00,"['word70', 'word467', 'word188']"
2019-09-25T12:42:46+09:00,"['word70', 'word468', 'word9']"
2019-09-25T12:39:19+09:00,"['word70', 'word468', 'word9']"
2019-09-25T12:38:58+09:00,"['word70', 'word468', 'word9']"
2019-09-25T12:38:33+09:00,"['word70', 'word468', 'word68']"
2019-09-25T12:35:47+09:00,"['word70', 'word468', 'word68']"
2019-09-25T12:31:28+09:00,"['word70', 'word468', 'word68']"
2019-09-25T12:31:03+09:00,"['word70', 'word468', 'word68']"
2019-09-25T12:29:56+09:00,"['word70', 'word468', 'word68']"
2019-09-25T12:29:31+09:00,"['word70', 'word468', 'word68']"
2019-09-25T12:29:14+09:00,"['word70', 'word468', 'word68']"
2019-09-25T12:16:50+09:00,"['word70', 'word468', 'word68']"
2019-09-25T12:13:01+09:00,"['word70', 'word468', 'word68']"
2019-09-25T12:11:59+09:00,"['word70', 'word468', 'word68']"
2019-09-25T12:11:05+09:00,"['word70', 'word468', 'word68']"
2019-09-25T12:09:25+09:00,"['word70', 'word468', 'word68']"
2019-09-25T11:31:51+09:00,"['word70', 'word469']"
2019-09-24T14:01:01+09:00,"['word37', 'word297', 'word372']"
2019-09-24T14:00:44+09:00,"['word37', 'word297', 'word372']"
2019-09-24T13:37:44+09:00,"['word37', 'word297', 'word66']"
2019-09-24T13:37:28+09:00,"['word37', 'word297', 'word66']"
2019-09-24T13:37:18+09:00,"['word37', 'word297', 'word372']"
2019-09-24T13:36:46+09:00,"['word37', 'word297', 'word372']"
2019-09-24T13:36:00+09:00,"['word85', 'word470']"
2019-09-24T13:14:36+09:00,['word471']
2019-09-24T12:25:36+09:00,"['word472', 'word473']"
2019-09-24T09:12:28+09:00,"['word425', 'word474', 'word475']"
2019-09-24T09:12:05+09:00,"['word425', 'word476']"
2019-09-24T09:11:48+09:00,"['word425', 'word477']"
2019-09-20T18:28:06+09:00,['word478']
2019-09-20T18:25:27+09:00,"['word479', 'word480']"
2019-09-20T18:05:55+09:00,"['word481', 'word482']"
2019-09-20T18:05:44+09:00,"['word481', 'word482']"
2019-09-20T18:05:21+09:00,"['word481', 'word482']"
2019-09-20T18:04:27+09:00,"['word481', 'word482']"
2019-09-20T17:57:03+09:00,['word483']
2019-09-20T17:56:59+09:00,"['word481', 'word482']"
2019-09-20T17:50:06+09:00,"['word481', 'word482']"
2019-09-20T17:49:07+09:00,"['word481', 'word482']"
2019-09-20T17:43:56+09:00,"['word484', 'word35', 'word485']"
2019-09-20T17:43:33+09:00,"['word484', 'word35', 'word485']"
2019-09-20T17:43:00+09:00,"['word484', 'word35', 'word485']"
2019-09-20T17:42:05+09:00,"['word471', 'word486']"
2019-09-20T17:41:53+09:00,['word471']
2019-09-20T17:16:20+09:00,['word471']
2019-09-20T17:16:05+09:00,['word471']
2019-09-20T17:05:33+09:00,['word487']
2019-09-20T16:18:12+09:00,['word488']
2019-09-20T16:14:20+09:00,['word489']
2019-09-20T16:14:13+09:00,['word281']
2019-09-20T16:12:19+09:00,['word281']
2019-09-20T16:11:59+09:00,['word281']
2019-09-20T16:11:41+09:00,['word281']
2019-09-20T16:11:33+09:00,"['word490', 'word491']"
2019-09-20T15:45:58+09:00,"['word492', 'word185']"
2019-09-20T15:45:53+09:00,"['word216', 'word185']"
2019-09-20T15:45:40+09:00,['word222']
2019-09-20T15:31:26+09:00,['word222']
2019-09-20T15:30:37+09:00,"['word216', 'word185']"
2019-09-20T15:30:02+09:00,"['word493', 'word160']"
2019-09-20T15:16:20+09:00,"['word493', 'word160']"
2019-09-20T15:03:51+09:00,"['word206', 'word489', 'word160']"
2019-09-20T15:02:41+09:00,"['word206', 'word489', 'word160']"
2019-09-20T15:00:39+09:00,"['word206', 'word489', 'word160']"
2019-09-20T15:00:33+09:00,['word206']
2019-09-20T14:48:31+09:00,"['word490', 'word491']"
2019-09-20T14:48:15+09:00,"['word206', 'word494']"
2019-09-20T14:47:00+09:00,"['word206', 'word494']"
2019-09-20T14:46:40+09:00,"['word206', 'word494']"
2019-09-09T15:16:34+09:00,"['word75', 'word4', 'word495', 'word188']"
2019-09-09T15:16:28+09:00,"['word75', 'word4', 'word495']"
2019-09-07T16:31:03+09:00,['word496']
2019-09-07T16:15:34+09:00,['word497']
2019-09-07T16:04:59+09:00,['word498']
2019-09-07T15:28:16+09:00,['word499']
2019-09-07T15:21:30+09:00,"['word500', 'word160']"
2019-09-07T15:14:34+09:00,"['word500', 'word160']"
2019-09-07T14:43:22+09:00,"['word500', 'word160']"
2019-09-07T14:43:19+09:00,"['word297', 'word501', 'word160']"
2019-09-07T14:42:40+09:00,"['word297', 'word501', 'word160']"
2019-09-07T14:42:39+09:00,"['word297', 'word501', 'word502']"
2019-09-07T14:42:30+09:00,"['word58', 'word295', 'word217']"
2019-09-07T14:42:20+09:00,"['word297', 'word501', 'word502']"
2019-09-07T14:40:21+09:00,"['word297', 'word501', 'word502']"
2019-09-07T14:40:06+09:00,"['word297', 'word501', 'word160']"
2019-09-07T14:39:49+09:00,"['word500', 'word160']"
2019-09-07T14:39:31+09:00,"['word500', 'word160']"
2019-09-07T14:35:02+09:00,"['word500', 'word160']"
2019-09-07T14:34:46+09:00,"['word489', 'word160']"
2019-09-07T13:55:41+09:00,['word498']
2019-09-07T13:54:53+09:00,['word498']
2019-09-07T13:49:15+09:00,"['word489', 'word160']"
2019-09-07T13:42:43+09:00,"['word489', 'word160']"
2019-09-07T13:42:23+09:00,"['word206', 'word489', 'word160']"
2019-09-07T13:32:08+09:00,['word471']
2019-09-04T12:40:06+09:00,"['word206', 'word489', 'word160']"
2019-09-04T12:39:59+09:00,"['word206', 'word489']"
2019-09-04T12:39:51+09:00,"['word206', 'word281']"
2019-09-04T12:39:38+09:00,"['word493', 'word209', 'word160']"
2019-09-04T12:20:32+09:00,"['word493', 'word209', 'word160']"
2019-09-04T12:20:07+09:00,"['word206', 'word160']"
2019-09-04T12:19:51+09:00,"['word206', 'word160']"
2019-09-04T12:19:30+09:00,"['word503', 'word160']"
2019-09-04T12:15:21+09:00,"['word503', 'word160']"
2019-09-04T12:05:50+09:00,['word504']
2019-09-04T11:59:42+09:00,"['word493', 'word505']"
2019-09-04T11:59:13+09:00,['word504']
2019-09-03T11:51:49+09:00,"['word75', 'word229', 'word24', 'word188']"
2019-09-03T11:51:42+09:00,"['word75', 'word229', 'word24']"
2019-09-03T10:29:53+09:00,"['word75', 'word229', 'word24']"
2019-09-03T10:28:06+09:00,"['word70', 'word468', 'word68']"
2019-09-03T10:27:53+09:00,"['word70', 'word468', 'word68']"
2019-09-03T10:27:34+09:00,"['word70', 'word468', 'word68']"
2019-08-29T16:29:16+09:00,"['word68', 'word506', 'word507']"
2019-08-29T16:29:04+09:00,"['word68', 'word506']"
2019-08-29T16:27:10+09:00,"['word70', 'word468', 'word68']"
2019-08-29T16:20:54+09:00,"['word70', 'word508']"
2019-08-29T16:17:59+09:00,['word509']
2019-08-29T16:14:10+09:00,"['word510', 'word511', 'word512']"
2019-08-29T16:13:55+09:00,"['word511', 'word512', 'word513']"
2019-08-29T16:13:46+09:00,['word511']
2019-08-29T15:22:41+09:00,"['word70', 'word468', 'word68']"
2019-08-29T15:17:29+09:00,"['word70', 'word468', 'word68']"
2019-08-29T15:17:22+09:00,"['word70', 'word468', 'word27']"
2019-08-29T15:16:59+09:00,"['word70', 'word468', 'word27']"
2019-08-29T15:16:30+09:00,"['word70', 'word468', 'word27']"
2019-08-29T15:06:04+09:00,"['word70', 'word514']"
2019-08-29T14:55:47+09:00,"['word75', 'word515']"
